OutletId,Outlet,ProductId,Name,UnitOfMeasureId,UOM,Barcode,OpeningQuantity,DeliveryQuantity,SoldQuantity
3,GS NISA,5703,**Animal Keyring,1,Each,646246004077,0,0,1
3,GS NISA,14831,"£1000,000 ORANGE",1,Each,5031390118025,0,0,132
3,GS NISA,8558,£2 MILLION RED,1,Each,5031390118049,0,0,117
3,GS NISA,26770,"£20,000 A MONTH FOR 5 YEARS",1,Each,5031390118087,0,0,138
3,GS NISA,1836,"£250,000 WIN ALL",1,Each,5031390117974,0,0,123
3,GS NISA,8153,0/1 YRS POOL TOTS GIRLS A/AWAY,1,Each,5056262300513,0,0,1
3,GS NISA,16013,1.2m Tiddler Net (Asst Colours),1,Each,"5029299033808,5031470027735,5055125904035,5055125904011",0,0,1
3,GS NISA,15282,1000X1S * NISA LARGE GLUE SPOT CARR,1,Each,5010893296409,0,0,2613
3,GS NISA,11961,100cm Keeleco 100cm Pink Snake,1,Each,5027148311657,0,0,1
3,GS NISA,28521,100X1 * RB Apple Pie (Haven),1,Each,5055540727264,70,0,0
3,GS NISA,28867,100X1 * RB Ban Mshake (Haven),1,Each,5055540732510,131,0,0
3,GS NISA,28438,100X1 * RB Banoffee (Haven),1,Each,5055540727554,112,0,0
3,GS NISA,28782,100X1 * RB BGum (Haven),1,Each,5055540703640,185,0,0
3,GS NISA,28891,100X1 * RB Blckjack (Haven),1,Each,5055540727189,10,0,0
3,GS NISA,28869,100X1 * RB Blue Rasp (Haven),1,Each,5055540732527,57,0,0
3,GS NISA,28497,100X1 * RB Candy Floss (Haven),1,Each,5055540727295,121,0,0
3,GS NISA,28893,100X1 * RB CDough (Haven),1,Each,5055540727530,186,0,0
3,GS NISA,28428,100X1 * RB Choc Mint (Haven),1,Each,5055540703589,216,0,0
3,GS NISA,28426,100X1 * RB Choc Orange (Haven),1,Each,5055540703558,74,0,0
3,GS NISA,28434,100X1 * RB Fiz Lemon (Haven),1,Each,5055540732534,85,0,0
3,GS NISA,29146,100X1 * RB Fruit Burst (Haven),1,Each,5055540703572,18,0,0
3,GS NISA,28778,100X1 * RB IC Sundae (Haven),1,Each,5055540703664,93,0,0
3,GS NISA,28785,100X1 * RB L Meringue (Haven),1,Each,5055540703602,86,0,0
3,GS NISA,29150,100X1 * RB Liq Allsorts (Haven),1,Each,5055540727288,75,0,0
3,GS NISA,29151,100X1 * RB PButter (Haven),1,Each,5055540703633,68,0,0
3,GS NISA,28506,100X1 * RB Ras Lemonade (Haven),1,Each,5055540732596,73,0,0
3,GS NISA,28511,100X1 * RB Rhub Cust (Haven),1,Each,5055540703671,103,0,0
3,GS NISA,28519,100X1 * RB S Trifle (Haven),1,Each,5055540703626,52,0,0
3,GS NISA,28863,100X1 * RB Sberry Sherbet (Haven),1,Each,5055540727578,59,0,0
3,GS NISA,29155,100X1 * RB Unicorn (Haven),1,Each,5055540732664,84,0,0
3,GS NISA,28779,100X1 * Rock Bar Iron Brew (Haven),1,Each,5055540703657,92,0,0
3,GS NISA,15887,100X1S * RIZLA PAPERS BLUE *,1,Each,50973606,288,300,36
3,GS NISA,18627,100X1S * RIZLA PAPERS GREEN *,1,Each,50973613,54,400,313
3,GS NISA,14647,100X1S * RIZLA PAPERS RED *,1,Each,50973620,99,100,5
3,GS NISA,17874,100XSingle * Gemchip Bracelet,1,Each,5060104580025,0,0,5
3,GS NISA,11582,100XSingle * P/Card Golden Sands Chips,1,Each,5028745258093,81,0,11
3,GS NISA,5219,100XSingle * P/Card Golden Sands Crab & Shell,1,Each,5028745258475,104,0,21
3,GS NISA,10410,100XSingle * P/Card Golden Sands I Heart,1,Each,5028745258710,85,0,17
3,GS NISA,26654,100XSingle * P/Card Golden Sands Ice Lolly,1,Each,5028745258635,100,0,18
3,GS NISA,16322,10CM SCENTED FRUITY FUN BALL,1,Each,5033849026585,0,0,2
3,GS NISA,4955,10X1.136L * CO OP 2PT FRESH S/SKIM (P),1,Each,5000128104494,14,1100,1554
3,GS NISA,7903,10X1.136L * CO OP 2PT FRESH SKIM (P),1,Each,5000128104456,5,100,176
3,GS NISA,11482,10X1.136L * CO OP 2PT WHOLE FRESH (P),1,Each,5000128104463,2,590,953
3,GS NISA,13214,10X100G * CADBURY BITSA WISPA BAG,1,Each,7622202264481,24,110,161
3,GS NISA,12023,10X100G * CADBURY CARAMEL NIBBLES,1,Each,7622202257940,21,80,157
3,GS NISA,2405,10X100G * CADBURY CRUNCHIE ROCKS,1,Each,7622202257964,8,50,82
3,GS NISA,8918,10X100G * CADBURY CURLY WURLY SQUIRL,1,Each,7622202259463,25,70,98
3,GS NISA,23103,10X100G * CADBURY FUDGE MINIS,1,Each,7622202258299,54,50,92
3,GS NISA,873,10X100G * CADBURY GIANT BUTTONS,1,Each,7622202258480,0,140,191
3,GS NISA,7686,10X100G * CADBURY OREO BITES,1,Each,7622202258602,0,130,161
3,GS NISA,2636,10X100G * CADBURY TWIRL BITES,1,Each,7622202259005,24,180,204
3,GS NISA,6900,10X100G * CO OP THIN SL CKD HAM,1,Each,5000129322446,31,350,475
3,GS NISA,6321,10X100G * CO OP THIN SLICED CHK PM£1,1,Each,5000129323214,32,140,173
3,GS NISA,15140,10X100G * GOOD BOY CHEWY CHICKEN STRIPS,1,Each,5000239056248,17,0,7
3,GS NISA,2086,10X101G * CO OP SNACK CHEESE & TOM,1,Each,5000129283990,7,240,333
3,GS NISA,26091,10X10PK * E/PLAST FABRIC,1,Each,4005800237522,100,30,58
3,GS NISA,17440,10X10PK * E/PLAST WATERPROOF STRIPS,1,Each,4005800042775,68,0,54
3,GS NISA,23857,10X10S * SIGNATUR BLUE *,1,Each,8720400433193,11,0,11
3,GS NISA,2720,10X10S * SIGNATUR ORIGINAL *,1,Each,8720400433209,8,0,8
3,GS NISA,11968,10X114G * CO OP SNACK PEPPERONI,1,Each,5000129283952,16,230,321
3,GS NISA,10466,10X114G * ROWNTREE FRUIT PASTILLE VEGAN,1,Each,8445290622624,0,20,21
3,GS NISA,25226,10X120G * CO OP BREADED HAM 2F£4,1,Each,5000128968553,52,220,300
3,GS NISA,6567,10X120G * CO OP CORNED BEEF 2F£4,1,Each,5000128968393,16,100,106
3,GS NISA,18258,10X120G * CO OP HONEY ROAST HAM2F4,1,Each,5000128968010,0,20,30
3,GS NISA,19644,10X120G * ROWNTREE FRUIT GUMS PM£1.25,1,Each,8445290622662,0,100,65
3,GS NISA,7884,10X120G * ROWNTREE RANDOM POUCH PM£1.25,1,Each,8593893786394,24,190,151
3,GS NISA,18926,10X125G * CO OP CHEESE TWISTS,1,Each,5000128701174,8,40,32
3,GS NISA,18942,10X125G * CO OP ITALIAN BREADSTICKS,1,Each,5000128954105,18,0,18
3,GS NISA,23208,10X12ML * OLBAS GSL OIL,1,Each,5000477671180,14,0,4
3,GS NISA,1525,10X12PK * GAVISCON GSL HANDY PK MINT,1,Each,96092002,9,0,8
3,GS NISA,12558,10X130G * MAYNARDS SPORTS MIX PM£1.35,1,Each,7622202209758,0,90,78
3,GS NISA,8481,10X143G * ROWNTREE F/PASTILLES VEGAN,1,Each,7613287228338,15,230,198
3,GS NISA,19343,10X14S * GALPHARM GSL LORATADINE *36,1,Each,5017353505231,2,50,51
3,GS NISA,5247,10X150G * CO OP CHEESE PUFFS,1,Each,5000129327618,40,130,181
3,GS NISA,27914,10X150S * RIZLA SLIM FILTER TIPS *,1,Each,5010891064215,11,10,11
3,GS NISA,20782,10X15ML * CALPOL SALINE SPRAY,1,Each,3574661368566,31,20,0
3,GS NISA,4015,10X18PK * E/PLAST WATERPROOF FABRIC,1,Each,4005800044427,123,0,73
3,GS NISA,23051,10X1S * CORAL BATH SPONGE *,1,Each,5011597001627,17,50,78
3,GS NISA,15383,10X1S * CORAL BODY PUFF*,1,Each,5011597092953,26,50,92
3,GS NISA,6331,10X1S * IVG AIR PODS B/RASP ICE*,1,Each,5056617577812,0,0,6
3,GS NISA,19726,10X1S * IVG AIR PODS SBLUE RASP*,1,Each,5056617577898,7,0,1
3,GS NISA,24146,10X1S * VELO FP/MINT 10.9MG POUCH,1,Each,5000393085092,6,0,6
3,GS NISA,21339,10X1S * VELO FP/MINT 17MG POUCH,1,Each,5000393167361,10,0,10
3,GS NISA,29255,10X1S * VELO P/MINT STORM 10.9MG,1,Each,5000393178435,5,0,5
3,GS NISA,385,10X1S * VELO RUBY BERRY 10MG,1,Each,5000393041951,11,0,11
3,GS NISA,5998,10X2.272L * CO OP 4PT FRESH SKIM (P),1,Each,5000128155106,0,0,38
3,GS NISA,11061,10X2.272L * CO OP 4PT SEMI SKIMM (P),1,Each,5000128104524,4,1210,1654
3,GS NISA,16261,10X2.272L * CO OP 4PT WHOLE FRESH (P),1,Each,5000128104517,0,630,1074
3,GS NISA,5678,10X200G * ARLA LACFREE SFT WHTE CHS,1,Each,5760466899925,17,20,42
3,GS NISA,13241,10X205G * CO OP CO OP GARLIC BAGUETT,1,Each,5000129338683,0,0,1
3,GS NISA,7380,10X20S * B & H KS BLUE DUAL TI02 *,1,Each,5000143970722,8,0,8
3,GS NISA,10027,10X20S * B & H KS BLUE TI02 *,1,Each,5000143902228,14,130,201
3,GS NISA,5177,10X20S * B & H KS DUAL (T&T) *,1,Each,5000143921328,100,0,4
3,GS NISA,8616,10X20S * B & H KS DUAL TI02 *,1,Each,5000143953428,12,0,15
3,GS NISA,17321,10X20S * B & H KS GOLD TI02 *,1,Each,5000143950939,35,20,20
3,GS NISA,2717,10X20S * B & H KS SILVER TI02 *,1,Each,5000143906912,42,40,56
3,GS NISA,16720,10X20S * B & H SK BLUE TI02 *,1,Each,5000143901412,32,40,72
3,GS NISA,14551,10X20S * CARLTON KS RED (T&T) *,1,Each,5000431027084,12,120,65
3,GS NISA,4639,10X20S * CARLTON SK GREEN FILT (T&T)*,1,Each,5000433025507,23,0,13
3,GS NISA,21409,10X20S * CARLTON SK RED (T&T) *,1,Each,5000431027169,16,80,53
3,GS NISA,4381,10X20S * CHESTERF KS RED TI02 *,1,Each,5060592005222,15,80,140
3,GS NISA,16755,10X20S * EMBASSY KS SIGN GOLD (T&T) *,1,Each,5000431026551,3,60,48
3,GS NISA,378,10X20S * JPS KS REAL BLUE (T&T) *,1,Each,5000431028081,0,100,44
3,GS NISA,16173,10X20S * JPS KS REAL RED (T&T) *,1,Each,5000431026902,16,140,64
3,GS NISA,15853,10X20S * JPS PLAY SK RLRED (T&T)*,1,Each,5000431026995,0,30,40
3,GS NISA,17362,10X20S * JPS SK REAL BLUE (T&T) *,1,Each,5000431028357,6,10,15
3,GS NISA,13552,10X20S * KENSITAS KS CLUB TI02 *,1,Each,5000143912616,7,0,7
3,GS NISA,18188,10X20S * KENSITAS SK CLUB TI02 *,1,Each,5000143935622,0,10,6
3,GS NISA,14027,10X20S * L & B BLUEKS REALB (T&T) *,1,Each,5000431027572,31,90,113
3,GS NISA,15391,10X20S * L & B BLUKS AIRFILT (T&T)*,1,Each,5000431027602,15,0,16
3,GS NISA,17059,10X20S * L & B BLUSK LONGLAST *,1,Each,5000431027664,15,20,35
3,GS NISA,6718,10X20S * L & B KS SILVER (T&T) *,1,Each,5000431027312,37,130,153
3,GS NISA,20735,10X20S * MARLBORO KS GOLD TI02 *,1,Each,5060592005260,9,10,26
3,GS NISA,18796,10X20S * MARLBORO KS RED (T&T) *,1,Each,5060592002818,2,0,0
3,GS NISA,9053,10X20S * MARLBORO KS RED TI02 *,1,Each,5060592005284,222,10,12
3,GS NISA,7629,10X20S * MAYFAIR KS BLUE TI02 *,1,Each,5000143951127,21,30,71
3,GS NISA,7462,10X20S * RICHMOND KS ORIGINAL (T&T) *,1,Each,5000431026117,27,60,88
3,GS NISA,7811,10X20S * ROTHMANS KS BLUE *,1,Each,96184356,9,10,29
3,GS NISA,26926,10X20S * ROTHMANS SK BLUE *,1,Each,96184394,8,10,18
3,GS NISA,21406,10X20S * SILK CUT KS PURPLE TI02 *,1,Each,5000143967715,49,0,3
3,GS NISA,5802,10X20S * SOVERIGN KS BLUE TI02 *,1,Each,5000143968118,15,130,103
3,GS NISA,5721,10X20S * SOVERIGN SK BLUE TI02 *,1,Each,5000143996821,9,70,87
3,GS NISA,11299,10X20S * STERLING KS BLUE TI02 *,1,Each,5000143949339,1,0,1
3,GS NISA,22917,10X20S * STERLING KS DUAL TI02 *,1,Each,5000143973532,10,250,203
3,GS NISA,3361,10X20S * STERLING KS ORIGINALRED TI02*,1,Each,5000143944921,66,60,95
3,GS NISA,23875,10X20S * STERLING SK GREEN TI02 *,1,Each,5000143960730,43,0,22
3,GS NISA,5501,10X20S * STERLING SK ORIG RED TI02 *,1,Each,5000143951714,108,60,82
3,GS NISA,20767,10X20S * WINDSOR BLUE SK REAL (T&T) *,1,Each,5000431027831,43,20,24
3,GS NISA,590,10X213G * M&MS CRISPY MORE TO SHARE,1,Each,5000159564700,25,0,25
3,GS NISA,17984,10X220ML * STARBUCK CHILL CUP CARAMEL,1,Each,5760466920490,7,180,274
3,GS NISA,27067,10X220ML * STARBUCK CHILL CUP LATTE,1,Each,5711953145957,19,70,133
3,GS NISA,25554,10X227G * B/EYE BEEF BURGER 4PK PM,1,Each,5000116129140,38,50,59
3,GS NISA,12555,10X240G * CO OP RED LEICESTER,1,Each,5000129316100,41,70,94
3,GS NISA,26147,10X24PK * WEETABIX CHOCOLATE 24S,1,Each,5010029212464,5,50,10
3,GS NISA,19741,10X24'S * WEETABIX 24S,1,Each,5010029000016,2,40,17
3,GS NISA,24613,10X250G * CO OP MEDIUM EGG NOODLES,1,Each,5000128631822,14,10,10
3,GS NISA,11695,10X250G * LOTUS CARAMELISED BISCUITS,1,Each,5410126716016,9,30,40
3,GS NISA,14201,10X2PK * BACOFOIL EASY ROASTING TRAY,1,Each,5023139851027,6,0,6
3,GS NISA,21370,10X2ROLL * REGINA THIRST POCKET R ROLL,1,Each,8004260001946,60,130,176
3,GS NISA,29640,10X2S * CO OP LITTLE GEM LETTUCE,1,Each,5000128279932,0,0,10
3,GS NISA,24769,10X300G * NESQUIK BANANA,1,Each,7613031513093,9,10,8
3,GS NISA,6936,10X300G * NESQUIK CHOCOLATE,1,Each,7613031513062,18,10,15
3,GS NISA,19579,10X300G * NESQUIK STRAWBERRY,1,Each,7613031513000,9,20,20
3,GS NISA,3672,10X30S * DETTOL SURFACE BIO WIPES,1,Each,5011417569566,24,50,66
3,GS NISA,19472,10X320ML * FAIRY WUL LEMON,1,Each,8006540994474,22,160,62
3,GS NISA,17713,10X320ML * FAIRY WUL ORIGINAL,1,Each,8006540994269,17,150,134
3,GS NISA,13889,10X330G * KELLOGGS SPECIAL K RED BERRY,1,Each,5059319003931,4,20,5
3,GS NISA,21326,10X342G * HEINZ T/KETCHUP SQZY,1,Each,50157655,16,140,146
3,GS NISA,18148,10X360G * TOBLERON MILK BAR AYR,1,Each,7622210496645,3,0,15
3,GS NISA,3449,10X375G * B/EYE GARDEN PEAS PM1.79,1,Each,5000116128709,11,30,41
3,GS NISA,366,10X3PK * BFREE BFREE TIGER ROLL 3PK,1,Each,5391521697097,5,20,28
3,GS NISA,20321,10X3PK * CO OP SPONGE WIPES,1,Each,5000128946483,130,150,172
3,GS NISA,22214,10X400ML * YAZOO BANANA MILK,1,Each,5410438036543,52,170,230
3,GS NISA,277,10X400ML * YAZOO CHOCOLATE MILK,1,Each,5410438036482,30,200,267
3,GS NISA,25634,10X400ML * YAZOO STRAWBERRY MILK,1,Each,5410438036420,42,200,266
3,GS NISA,4453,10X400ML * YAZOO STRAWBERRY PM£1.29,1,Each,5410438044760,0,0,2
3,GS NISA,22104,10X40G * COLMANS P/OVER SCE PEPPER,1,Each,8711200516636,15,0,13
3,GS NISA,18904,10X415G * HEINZ SALAD CREAM LIGHT,1,Each,5000157075253,20,10,17
3,GS NISA,1842,10X430G * KELLOGGS COCO POPS CHOCOS,1,Each,5059319021218,21,20,41
3,GS NISA,20573,10X435G * HEINZ T/KETCHUP LESS S/S,1,Each,50457656,64,20,89
3,GS NISA,412,10X450G * CO OP MIXED GRAPES,1,Each,5000128661102,10,80,150
3,GS NISA,27915,10X454G * CO OP BATTERED ONION RINGS,1,Each,5000128836326,6,20,22
3,GS NISA,3187,10X480G * HEINZ CLASSIC BBQ SAUCE,1,Each,50457878,93,10,13
3,GS NISA,19744,10X490G * CH/TOWN SC TA PEPP PM£3.75,1,Each,5019312082081,46,0,46
3,GS NISA,21910,10X4PK * SSCRUMMY DBL CHOC MUFFINS 4PK,1,Each,5024879011573,6,40,43
3,GS NISA,1809,10X4PK * THE DELI HOT DOG ROLLS,1,Each,5021684035060,30,270,421
3,GS NISA,1057,10X4X125G * CO OP BIB LONG GRAIN RICE,1,Each,5000128990028,6,0,6
3,GS NISA,19005,10X500G * CO OP 5% LEAN MINCE STEAK,1,Each,5000128594202,15,70,86
3,GS NISA,12051,10X500G * CO OP FUSILLI PASTA TWISTS,1,Each,5000128738248,0,10,10
3,GS NISA,7583,10X500G * CO OP PENNE RIGATE PASTA,1,Each,5000128732536,10,20,57
3,GS NISA,4825,10X500G * CO OP SPIRALI PASTA SPIRAL,1,Each,5000128735698,9,30,49
3,GS NISA,19648,10X500G * CO OP W/WHEAT FUSILLI PAST,1,Each,5000128735483,5,10,16
3,GS NISA,16870,10X500G * T & LYLE F/T DEMERARA SUGAR,1,Each,5010115934386,20,20,23
3,GS NISA,26618,10X500G * T & LYLE GRANULATED SUGAR,1,Each,5010115913336,63,270,497
3,GS NISA,20621,10X500G * WEETABIX MINIS CHOCOLATE,1,Each,5010029229035,0,60,27
3,GS NISA,23228,10X500ML * FLASH KITCHEN SPRAY,1,Each,8006540938614,0,30,15
3,GS NISA,22182,10X500ML * FLASH SPRAY WITH BLEACH,1,Each,8006540938553,19,0,11
3,GS NISA,10710,10X54G * MUGSHOT NOODLE SNACK CHICKEN,1,Each,5021476000825,3,30,17
3,GS NISA,9937,10X550G * ALPEN ORIGINAL MUESLI,1,Each,5010029226133,29,0,6
3,GS NISA,76,10X55G * MUGSHOT ROAST CHICKEN PASTA,1,Each,5050665003996,6,40,24
3,GS NISA,27262,10X567G * B/EYE POTATO WAFFLES £2.50,1,Each,5000116129270,12,50,112
3,GS NISA,21924,10X568ML * CO OP 1PT WHOLE FRESH (P),1,Each,5000128372350,0,0,1
3,GS NISA,13662,10X570ML * HEINZ SALAD CREAM,1,Each,5000157140227,21,0,9
3,GS NISA,7634,10X5PK * BELVITA HONEY & NUT,1,Each,7622202019265,7,20,16
3,GS NISA,23250,10X5PK * MCVITIES HNOB CHOC FJ 5PK PM,1,Each,5000168006673,16,30,39
3,GS NISA,18333,10X5PK * MCVITIES MCVITIES DI CH SL 5P,1,Each,5000168006727,11,30,39
3,GS NISA,2035,10X60G * SCHAR GLUTEN FREE PRETZELS,1,Each,8008698002070,4,20,30
3,GS NISA,8148,10X64G * MUGSHOT PASTA TOMATO&HERB,1,Each,5021476000504,16,40,20
3,GS NISA,5306,10X6PK * KIPLING VIENNESE WHIRLS 6PK,1,Each,5000221006299,0,10,15
3,GS NISA,6851,10X80S * TAYLORS YORKSHIRE TEABAGS,1,Each,5010357112061,81,50,78
3,GS NISA,17272,10X85G * CADBURY GAINT WHITE BUTTONS,1,Each,7622202211294,0,100,62
3,GS NISA,1175,10X8PK * MCVITIES TOASTNG WAFFLES 8PK,1,Each,5000168014104,27,40,64
3,GS NISA,16533,10X90G * GOOD BOY TWISTS WITH CHICKEN,1,Each,5000239055920,9,0,7
3,GS NISA,21678,10XSingle * Large Drum Choc Chip,1,Each,5055801125006,15,0,2
3,GS NISA,4940,10XSingle * Large Drum Clotted Cream,1,Each,5055801125013,8,0,6
3,GS NISA,15567,10XSingle * Shopper Bag - Harbour Scene,1,Each,5060384082592,8,0,7
3,GS NISA,5936,112XSingle * Rock & Minerals Case,1,Each,5060104581268,129,0,130
3,GS NISA,3190,11X200G * CO OP PDO HALLOUMI,1,Each,5000129343724,3,22,13
3,GS NISA,23669,11X3S * CO OP ONIONS,1,Each,5000128267540,23,66,116
3,GS NISA,7567,11X4PK * KELLOGGS RK SQ CHOCO PM£2.25,1,Each,5059321006166,13,33,52
3,GS NISA,5003,11X4PK * KELLOGGS RK SQ MALLOW PM£2.25,1,Each,5059321006197,16,44,49
3,GS NISA,5922,11X6S * CO OP CO OP TOMATOES,1,Each,5000128279840,20,121,179
3,GS NISA,10788,11X6X16G * NESCAFE 3IN1 ORIGINAL PM£1,1,Each,8445291282100,33,187,192
3,GS NISA,3584,11X6X9G * NESCAFE 2IN1 ORIGINAL PM£1,1,Each,8445291282087,0,77,64
3,GS NISA,17820,11X94G * MILKYBAR GIANT BUTTONS POUCH,1,Each,7613287238474,49,121,160
3,GS NISA,433,120X1 * Soft Octopus 2 Asst Golden Sands,1,Each,5056745502960,208,0,57
3,GS NISA,14759,120XSINGLE * £100 LOADED,1,Each,"5031390118032,5031390116519",0,0,1
3,GS NISA,30651,"120XSingle * £250,0000 SILVER",1,Each,5031390118179,0,0,236
3,GS NISA,30639,120XSingle * 10X,1,Each,5031390118056,0,0,179
3,GS NISA,30644,120XSingle * 20 MILLION PRIZE FUND,1,Each,5031390118094,0,0,67
3,GS NISA,30610,120XSingle * CLASH OF CARDS,1,Each,5031390117677,0,0,3
3,GS NISA,30652,120XSingle * FULL OF £100s,1,Each,5031390118261,0,0,49
3,GS NISA,30648,120XSingle * SAPPHIRE 7S DOUBLER,1,Each,5031390118186,0,0,135
3,GS NISA,1880,120XSingle * Shells Bracelet,1,Each,5060930734975,240,0,258
3,GS NISA,28477,12X1 * GB - All Butt Choc C Fudge,1,Each,5055540737263,34,0,0
3,GS NISA,28932,12X1 * Rock Wheel- Annie,1,Each,5055540740256,5,0,0
3,GS NISA,28526,12X1 * Rock Wheel- George,1,Each,5055540740270,14,0,0
3,GS NISA,28525,12X1 * Rock Wheel- Jaz,1,Each,5055540740294,18,0,0
3,GS NISA,28931,12X1 * Rock Wheel- Rory,1,Each,5055540740317,23,0,0
3,GS NISA,28934,12X1 * Rock Wheel- Seaweeds,1,Each,5055540740454,55,0,0
3,GS NISA,8642,12X1.5LTR * VOLVIC MINERAL WATER,1,Each,3057640100178,0,144,179
3,GS NISA,16545,12X100G * MILKYWAY MAGIC STARS POUCH,1,Each,5900951313226,17,168,217
3,GS NISA,23481,12X100G * VEIRA DUBAI CHOC 100,1,Each,8680679370172,360,144,685
3,GS NISA,27004,12X100MTR * WISDOM DENTAL FLOSS,1,Each,5028763006409,3,12,13
3,GS NISA,2223,12X100PK * CO OP COTTON WOOL PADS FT,1,Each,5000128766432,37,0,8
3,GS NISA,26183,12X10PK * CAROLINE PINT TUMBLER 10PK,1,Each,5012145013512,25,0,16
3,GS NISA,25323,12X10PK * NUROFEN GSL LIQUID EXPRESS,1,Each,5000158100701,0,36,36
3,GS NISA,23945,12X110G * WALKERS BUGLES CHEESE,1,Each,5000328541082,0,12,12
3,GS NISA,22174,12X110G * WALKERS BUGLES SOUTHERN BBQ,1,Each,5000328540290,0,12,24
3,GS NISA,10873,12X111G * BAHLSEN CHOCO LEIBNIZ MILK,1,Each,4017100207136,11,36,49
3,GS NISA,15591,12X114G * KING POT NDLE BEEF/TOMATO,1,Each,8722700153276,6,156,155
3,GS NISA,23550,12X114G * KING POT NDLE BOMBAY BAD BOY,1,Each,5000118203695,131,72,112
3,GS NISA,9129,12X114G * KING POT NDLE CKN/MUSH,1,Each,5000118203664,45,312,416
3,GS NISA,11222,12X114G * KING POT NDLE ORIGINAL CURRY,1,Each,5000118203688,9,0,43
3,GS NISA,5106,12X115G * M&MS MINIS CHOC POUCH,1,Each,5900951314537,55,36,62
3,GS NISA,15004,12X11G * CHUPA COTTON CANDY GUM *,1,Each,"4602606003568,4602606007597",0,84,83
3,GS NISA,6339,12X11PK * ALWAYS ULTRA LONG WINGS,1,Each,8006540584101,11,120,119
3,GS NISA,21083,12X120G * B/DRAGON BLACK BEAN STIR FRY,1,Each,5010338200053,19,12,0
3,GS NISA,7821,12X120G * B/DRAGON CHOW MEIN STIR FRY,1,Each,5010338200060,8,12,7
3,GS NISA,14681,12X120G * BABYBEL MINI BABYBEL STD NET,1,Each,3073780828628,25,72,80
3,GS NISA,24272,12X120G * CO OP IRR BRD WSHR HAM,1,Each,5000128993043,20,60,60
3,GS NISA,6919,12X120G * CO OP IRR WSHR CRD HAM,1,Each,5000128993081,9,48,62
3,GS NISA,4550,12X120G * FOXS VIENNESE CHOC S/WICH,1,Each,5010035064859,13,24,31
3,GS NISA,19992,12X120ML * ZOFLORA DISINFECT ASSORTMENT,1,Each,5011309302417,53,24,31
3,GS NISA,10606,12X123G * PEDIGREE RODEO DOG CHICKEN,1,Each,5010394003834,10,0,7
3,GS NISA,25498,12X125G * BAHLSEN BUTTER LEAVES S/CAKE,1,Each,4017100166099,0,12,14
3,GS NISA,9973,12X125G * CO OP ONION RINGS,1,Each,5000129327380,59,180,333
3,GS NISA,15397,12X125G * HARTLEYS RTE JELLY RASPBERRY,1,Each,50126033,4,36,38
3,GS NISA,20263,12X125G * SUDOCREM GSL ANTISEPTIC CREAM,1,Each,5017007601289,27,120,99
3,GS NISA,7449,12X125ML * COLGATE T/ACTIVE PREV ORIG,1,Each,8718951683440,30,0,14
3,GS NISA,9391,12X127G * STARBRST VEGAN TREAT BAG PM£1,1,Each,4009900580137,7,12,19
3,GS NISA,8410,12X12G * CHAPSTIC STRAWBERRY LIPBALM *,1,Each,5000309009082,28,0,7
3,GS NISA,10100,12X12PK * ANADIN GSL PARACETAMOL 12S,1,Each,5000309007767,16,48,26
3,GS NISA,15166,12X12PK * GAVISCON GSL DBL ACTION TABS,1,Each,5000158071377,7,12,19
3,GS NISA,26281,12X12PK * MCVITIES JAFFA CAKES,1,Each,5000168040073,31,48,105
3,GS NISA,3240,12X12PK * NUROFEN GSL TABLETS,1,Each,5000167056518,18,36,51
3,GS NISA,24625,12X12X400G * WINALOT CHICKEN PM£1.25,1,Each,8445290697349,12,24,60
3,GS NISA,20317,12X135G * FRUITELA DUO STIX PM£1.25,1,Each,8723400797807,0,24,24
3,GS NISA,6969,12X135G * FRUITELA JUICY CHEWS PM£1.25,1,Each,8723400797838,0,48,46
3,GS NISA,1703,12X140G * DORITOS CHILLI HEATWAVE,1,Each,5000328030333,21,0,65
3,GS NISA,10753,12X140G * DORITOS COOL ORIGINAL,1,Each,5000328030340,245,384,560
3,GS NISA,3894,12X140G * DORITOS TANGY CHEESE,1,Each,5000328030357,175,456,755
3,GS NISA,5765,12X140G * HARIBO BUZZY BEES PMP PS,1,Each,5012035998745,5,0,7
3,GS NISA,21369,12X140G * HARIBO GIANT STRAWB PM£1.25,1,Each,5012035971915,5,168,184
3,GS NISA,4132,12X140G * HARIBO GOLDBEARS PM£1.25,1,Each,5012035971939,76,264,365
3,GS NISA,16809,12X140G * HARIBO JELLY BABIES PM£1.25,1,Each,5012035971984,3,0,3
3,GS NISA,29657,12X140G * HARIBO NOSTALGIX PM£1.25,1,Each,5012035999605,28,276,306
3,GS NISA,10282,12X140G * HARIBO STARMIX PM£1.25,1,Each,5012035972035,52,444,472
3,GS NISA,16810,12X140G * HARIBO SUPERMIX PM£1.25,1,Each,5012035972066,55,300,392
3,GS NISA,25626,12X140G * HARIBO TANGFASTICS PM£1.25,1,Each,5012035972073,47,348,515
3,GS NISA,11001,12X140G * HARIBO WINE GUMS PM£1.25,1,Each,"5012035972103,7622202006609",16,0,16
3,GS NISA,1938,12X140G * PRIMULA TUBE ORIGINAL,1,Each,5016049086047,24,48,51
3,GS NISA,27380,12X142G * NAPOLINA TOMATO PUREE,1,Each,5000232039026,3,24,17
3,GS NISA,26699,12X145G * J WEST TUNA CHUNKS IN BRINE,1,Each,5000171057808,9,0,8
